Thoi_gian_rBS_nhan_UTC,Thiet_bi,So_thu_tu_bao_cao,GPS_hop_le,GPS_tin_cay_2D,Vi_do_tho,Kinh_do_tho,Do_cao_tho_m,Toc_do_m_s,So_ve_tinh,HDOP,Tuoi_fix_ms,Cong_suat_phat_dBm,SF,RSSI_dBm,SNR_dB,He_so_kenh_dB,Suy_hao_kenh_dB,PDR_beacon_phan_tram,So_goi_mat_uoc_tinh,Vi_do_rBS,Kinh_do_rBS,Khoang_cach_rBS_node_m
2026-09-10T08:24:37.622163+00:00,SU,301,1,1,20.9809367,105.7965483,-29.8,0.04,6,1.1,360,20.0,7,-22.0,9.8,-42.0,42.0,99.275,1,20.9807467,105.796265,35.05
2026-09-10T08:24:41.027840+00:00,DU,198,1,0,20.9808667,105.79631,25.1,0.2,4,2.6,400,20.0,7,-38.0,9.5,-58.0,58.0,98.551,2,20.9807467,105.796265,
2026-09-10T08:24:42.622188+00:00,SU,302,1,1,20.980945,105.7965633,-29.7,0.05,6,1.1,360,20.0,7,-23.0,10.0,-43.0,43.0,99.281,1,20.9807467,105.796265,36.21
2026-09-10T08:24:46.052865+00:00,DU,199,1,0,20.980845,105.7963033,26.5,0.12,3,20.1,430,20.0,7,-41.0,9.5,-61.0,61.0,98.561,2,20.9807467,105.796265,
2026-09-10T08:24:47.621608+00:00,SU,303,1,1,20.98095,105.796575,-29.5,0.02,5,1.5,360,20.0,7,-23.0,9.5,-43.0,43.0,99.286,1,20.9807467,105.796265,38.02
2026-09-10T08:24:51.077753+00:00,DU,200,1,0,20.98087,105.7962983,27.2,0.56,3,20.1,450,20.0,7,-38.0,9.0,-58.0,58.0,98.571,2,20.9807467,105.796265,
2026-09-10T08:24:52.622508+00:00,SU,304,1,1,20.9809383,105.7965533,-29.8,0.08,5,1.5,360,20.0,7,-22.0,9.5,-42.0,42.0,99.291,1,20.9807467,105.796265,38.02
2026-09-10T08:24:56.102613+00:00,DU,201,1,0,20.98089,105.7963217,27.6,0.35,3,20.1,480,20.0,7,-39.0,9.5,-59.0,59.0,98.582,2,20.9807467,105.796265,
2026-09-10T08:24:57.622136+00:00,SU,305,1,1,20.9809317,105.7965467,-28.3,0.08,5,1.5,360,20.0,7,-22.0,9.8,-42.0,42.0,99.296,1,20.9807467,105.796265,36.74
2026-09-10T08:25:01.128089+00:00,DU,202,1,0,20.980915,105.7963333,28.1,0.18,4,2.6,500,20.0,7,-38.0,9.3,-58.0,58.0,98.592,2,20.9807467,105.796265,
2026-09-10T08:25:02.622244+00:00,SU,306,1,1,20.9809133,105.79652,-25.7,0.05,6,1.1,360,20.0,7,-23.0,9.5,-43.0,43.0,99.301,1,20.9807467,105.796265,35.76
2026-09-10T08:25:06.153405+00:00,DU,203,1,0,20.980935,105.7963967,29.1,0.14,4,2.6,530,20.0,7,-38.0,9.5,-58.0,58.0,98.601,2,20.9807467,105.796265,
2026-09-10T08:25:07.621335+00:00,SU,307,1,1,20.9808883,105.7964783,-25.3,0.08,6,1.1,360,20.0,7,-23.0,9.8,-43.0,43.0,99.306,1,20.9807467,105.796265,32.31
2026-09-10T08:25:11.178187+00:00,DU,204,1,0,20.9809767,105.79646,28.7,0.19,4,2.6,550,20.0,7,-38.0,9.5,-58.0,58.0,98.611,2,20.9807467,105.796265,
2026-09-10T08:25:12.621244+00:00,SU,308,1,1,20.9808567,105.7964217,-25.9,0.01,6,1.1,360,20.0,7,-23.0,9.8,-43.0,43.0,99.31,1,20.9807467,105.796265,27.17
2026-09-10T08:25:16.201885+00:00,DU,205,1,0,20.9810233,105.7965517,27.6,0.28,4,2.6,580,20.0,7,-38.0,9.8,-58.0,58.0,98.621,2,20.9807467,105.796265,
2026-09-10T08:25:17.621936+00:00,SU,309,1,1,20.9808517,105.79641,-26.2,0.0,5,1.5,360,20.0,7,-23.0,9.5,-43.0,43.0,99.315,1,20.9807467,105.796265,20.35
2026-09-10T08:25:21.227134+00:00,DU,206,1,0,20.9810533,105.7966017,26.3,0.31,3,20.2,600,20.0,7,-38.0,9.5,-58.0,58.0,98.63,2,20.9807467,105.796265,
2026-09-10T08:25:22.621587+00:00,SU,310,1,1,20.9808533,105.7964167,-25.6,0.21,6,1.1,360,20.0,7,-23.0,9.5,-43.0,43.0,99.32,1,20.9807467,105.796265,19.71
2026-09-10T08:25:26.252394+00:00,DU,207,1,0,20.9810833,105.7966667,25.1,0.62,3,20.2,630,20.0,7,-38.0,9.5,-58.0,58.0,98.639,2,20.9807467,105.796265,
2026-09-10T08:25:27.621576+00:00,SU,311,1,1,20.980855,105.79642,-25.3,0.03,5,1.5,360,20.0,7,-22.0,10.0,-42.0,42.0,99.324,1,20.9807467,105.796265,19.71
2026-09-10T08:25:31.277315+00:00,DU,208,1,0,20.981085,105.7966983,24.6,0.45,3,20.2,650,20.0,7,-39.0,9.5,-59.0,59.0,98.649,2,20.9807467,105.796265,
2026-09-10T08:25:32.621033+00:00,SU,312,1,1,20.9808583,105.7964267,-25.2,0.04,5,1.5,360,20.0,7,-22.0,10.0,-42.0,42.0,99.329,1,20.9807467,105.796265,20.1
2026-09-10T08:25:36.302290+00:00,DU,209,1,0,20.9810917,105.79673,24.2,0.54,3,20.2,680,20.0,7,-38.0,9.3,-58.0,58.0,98.658,2,20.9807467,105.796265,
2026-09-10T08:25:37.622906+00:00,SU,313,1,1,20.9808567,105.796425,-25.5,0.02,5,1.5,350,20.0,7,-23.0,10.0,-43.0,43.0,99.333,1,20.9807467,105.796265,20.63
2026-09-10T08:25:41.326605+00:00,DU,210,1,0,20.981135,105.7968567,23.2,1.14,3,20.2,700,20.0,7,-37.0,9.8,-57.0,57.0,98.667,2,20.9807467,105.796265,
2026-09-10T08:25:42.621471+00:00,SU,314,1,1,20.98085,105.7964117,-26.3,0.01,6,1.1,360,20.0,7,-22.0,10.0,-42.0,42.0,99.338,1,20.9807467,105.796265,20.63
2026-09-10T08:25:46.351534+00:00,DU,211,1,0,20.9811867,105.7970183,22.1,1.67,3,20.2,730,20.0,7,-38.0,10.5,-58.0,58.0,98.675,2,20.9807467,105.796265,
2026-09-10T08:25:47.621518+00:00,SU,315,1,1,20.9808517,105.7964117,-26.1,0.03,6,1.1,360,20.0,7,-22.0,9.8,-42.0,42.0,99.342,1,20.9807467,105.796265,19.19
2026-09-10T08:25:51.377763+00:00,DU,212,1,0,20.981205,105.7971233,21.5,1.69,3,20.2,750,20.0,7,-39.0,9.3,-59.0,59.0,98.684,2,20.9807467,105.796265,
2026-09-10T08:25:52.621789+00:00,SU,316,1,1,20.9808533,105.7964183,-25.0,0.01,6,1.1,360,20.0,7,-22.0,10.0,-42.0,42.0,99.346,1,20.9807467,105.796265,19.19
2026-09-10T08:25:56.403094+00:00,DU,213,1,0,20.9812033,105.797195,21.1,1.48,3,20.2,780,20.0,7,-38.0,10.0,-58.0,58.0,98.693,2,20.9807467,105.796265,
2026-09-10T08:25:57.620949+00:00,SU,317,1,1,20.9808583,105.7964267,-24.5,0.16,6,1.1,360,20.0,7,-22.0,10.0,-42.0,42.0,99.351,1,20.9807467,105.796265,19.84
2026-09-10T08:26:01.427492+00:00,DU,214,1,0,20.9812117,105.79725,21.0,1.31,3,20.2,810,20.0,7,-38.0,10.0,-58.0,58.0,98.701,2,20.9807467,105.796265,
2026-09-10T08:26:02.621492+00:00,SU,318,1,1,20.9808667,105.79644,-24.9,0.12,6,1.1,360,20.0,7,-22.0,9.8,-42.0,42.0,99.355,1,20.9807467,105.796265,20.88
2026-09-10T08:26:06.453381+00:00,DU,215,1,0,20.9812783,105.797425,20.7,1.83,3,20.2,830,20.0,7,-39.0,9.5,-59.0,59.0,98.71,2,20.9807467,105.796265,
2026-09-10T08:26:07.621226+00:00,SU,319,1,1,20.9808667,105.7964417,-25.2,0.03,6,1.1,350,20.0,7,-22.0,9.8,-42.0,42.0,99.359,1,20.9807467,105.796265,22.54
2026-09-10T08:26:11.479072+00:00,DU,216,1,0,20.9812733,105.797355,21.0,1.12,3,20.3,860,20.0,7,-38.0,9.5,-58.0,58.0,98.718,2,20.9807467,105.796265,
2026-09-10T08:26:12.620906+00:00,SU,320,1,1,20.98087,105.7964467,-25.6,0.04,6,1.1,360,20.0,7,-22.0,10.0,-42.0,42.0,99.363,1,20.9807467,105.796265,22.68
2026-09-10T08:26:16.504907+00:00,DU,217,1,0,20.9812733,105.797345,21.3,0.93,3,20.3,20,20.0,7,-38.0,9.5,-58.0,58.0,98.726,2,20.9807467,105.796265,
2026-09-10T08:26:17.621654+00:00,SU,321,1,1,20.980875,105.7964533,-25.9,0.09,6,1.1,350,20.0,7,-22.0,9.8,-42.0,42.0,99.367,1,20.9807467,105.796265,23.32
2026-09-10T08:26:21.529572+00:00,DU,218,1,0,20.9812567,105.7973917,21.4,1.51,3,20.3,40,20.0,7,-38.0,9.8,-58.0,58.0,98.734,2,20.9807467,105.796265,
2026-09-10T08:26:22.621651+00:00,SU,322,1,1,20.9808767,105.796455,-25.8,0.03,6,1.1,350,20.0,7,-23.0,9.8,-43.0,43.0,99.371,1,20.9807467,105.796265,24.2
2026-09-10T08:26:26.555437+00:00,DU,219,1,0,20.9811383,105.7971683,21.6,0.17,3,20.3,70,20.0,7,-38.0,10.0,-58.0,58.0,98.742,2,20.9807467,105.796265,
2026-09-10T08:26:27.621561+00:00,SU,323,1,1,20.9808783,105.796455,-26.5,0.12,6,1.1,350,20.0,7,-22.0,9.8,-42.0,42.0,99.375,1,20.9807467,105.796265,24.46
2026-09-10T08:26:31.580398+00:00,DU,220,1,0,20.9810217,105.79697,21.8,0.41,3,20.3,90,20.0,7,-39.0,9.3,-59.0,59.0,98.75,2,20.9807467,105.796265,
2026-09-10T08:26:32.621098+00:00,SU,324,1,1,20.9808767,105.79645,-27.5,0.04,6,1.1,360,20.0,7,-22.0,10.3,-42.0,42.0,99.379,1,20.9807467,105.796265,24.46
2026-09-10T08:26:36.605621+00:00,DU,221,1,0,20.9809567,105.7968617,21.9,0.72,3,20.3,120,20.0,7,-38.0,9.5,-58.0,58.0,98.758,2,20.9807467,105.796265,
2026-09-10T08:26:37.620787+00:00,SU,325,1,1,20.98089,105.796475,-26.4,0.2,6,1.1,350,20.0,7,-22.0,9.8,-42.0,42.0,99.383,1,20.9807467,105.796265,24.56
2026-09-10T08:26:41.630444+00:00,DU,222,1,0,20.980935,105.7968233,21.9,0.81,3,20.3,10,20.0,7,-38.0,9.5,-58.0,58.0,98.765,2,20.9807467,105.796265,
2026-09-10T08:26:42.620822+00:00,SU,326,1,1,20.9808967,105.79649,-24.9,0.09,6,1.1,360,20.0,7,-22.0,9.8,-42.0,42.0,99.387,1,20.9807467,105.796265,27.0
2026-09-10T08:26:46.656378+00:00,DU,223,1,0,20.9808683,105.7966517,22.0,1.39,3,20.3,30,20.0,7,-39.0,9.3,-59.0,59.0,98.773,2,20.9807467,105.796265,
2026-09-10T08:26:47.621322+00:00,SU,327,1,1,20.980895,105.7964867,-25.0,0.0,6,1.1,350,20.0,7,-22.0,10.0,-42.0,42.0,99.39,1,20.9807467,105.796265,28.31
2026-09-10T08:26:51.681346+00:00,DU,224,1,0,20.9808133,105.7964733,22.1,1.5,3,20.3,60,20.0,7,-38.0,10.3,-58.0,58.0,98.78,2,20.9807467,105.796265,
2026-09-10T08:26:52.621279+00:00,SU,328,1,1,20.9808967,105.7964883,-24.7,0.0,6,1.1,350,20.0,7,-22.0,10.3,-42.0,42.0,99.394,1,20.9807467,105.796265,28.56
2026-09-10T08:26:56.705090+00:00,DU,225,1,0,20.980725,105.796245,22.1,2.28,3,20.3,80,20.0,7,-40.0,9.3,-60.0,60.0,98.788,2,20.9807467,105.796265,
2026-09-10T08:26:57.620886+00:00,SU,329,1,1,20.9808983,105.7964933,-24.0,0.04,6,1.1,350,20.0,7,-22.0,9.5,-42.0,42.0,99.398,1,20.9807467,105.796265,28.56
2026-09-10T08:27:01.731938+00:00,DU,226,1,0,20.9806183,105.7959583,22.2,3.14,3,20.4,110,20.0,7,-39.0,10.0,-59.0,59.0,98.795,2,20.9807467,105.796265,
2026-09-10T08:27:02.620236+00:00,SU,330,1,1,20.9808967,105.7964933,-23.0,0.02,6,1.1,350,20.0,7,-22.0,10.0,-42.0,42.0,99.401,1,20.9807467,105.796265,28.98
2026-09-10T08:27:06.756376+00:00,DU,227,1,0,20.9805467,105.7957383,22.2,3.43,3,20.4,130,20.0,7,-38.0,10.0,-58.0,58.0,98.802,2,20.9807467,105.796265,
2026-09-10T08:27:07.620998+00:00,SU,331,1,1,20.980895,105.79649,-22.9,0.0,6,1.1,350,20.0,7,-22.0,9.8,-42.0,42.0,99.405,1,20.9807467,105.796265,28.98
2026-09-10T08:27:11.779718+00:00,DU,228,1,0,20.9805117,105.795625,22.2,3.08,3,20.4,150,20.0,7,-39.0,9.8,-59.0,59.0,98.81,2,20.9807467,105.796265,
2026-09-10T08:27:12.621252+00:00,SU,332,1,1,20.9808917,105.7964833,-22.3,0.01,6,1.1,350,20.0,7,-22.0,10.3,-42.0,42.0,99.408,1,20.9807467,105.796265,28.59
2026-09-10T08:27:16.804513+00:00,DU,229,1,0,20.9804967,105.7955683,22.2,2.56,3,20.4,180,20.0,7,-36.0,9.3,-56.0,56.0,98.817,2,20.9807467,105.796265,
2026-09-10T08:27:17.621247+00:00,SU,333,1,1,20.9808917,105.7964883,-21.3,0.07,5,1.3,360,20.0,7,-22.0,9.8,-42.0,42.0,99.412,1,20.9807467,105.796265,28.24
2026-09-10T08:27:21.829389+00:00,DU,230,1,0,20.980525,105.795605,22.1,1.8,3,20.4,210,20.0,7,-38.0,10.0,-58.0,58.0,98.824,2,20.9807467,105.796265,
2026-09-10T08:27:22.621160+00:00,SU,334,1,1,20.98089,105.796485,-20.2,0.06,6,1.1,350,20.0,7,-22.0,10.0,-42.0,42.0,99.415,1,20.9807467,105.796265,27.96
2026-09-10T08:27:26.854929+00:00,DU,231,1,0,20.980575,105.7957217,22.0,1.01,3,20.4,230,20.0,7,-39.0,9.3,-59.0,59.0,98.83,2,20.9807467,105.796265,
2026-09-10T08:27:27.620346+00:00,SU,335,1,1,20.9808833,105.7964767,-19.2,0.01,6,1.1,350,20.0,7,-23.0,9.8,-43.0,43.0,99.419,1,20.9807467,105.796265,27.85
2026-09-10T08:27:31.879827+00:00,DU,232,1,0,20.9805867,105.7957383,22.0,1.11,3,20.4,260,20.0,7,-39.0,9.8,-59.0,59.0,98.837,2,20.9807467,105.796265,
2026-09-10T08:27:32.620726+00:00,SU,336,1,1,20.980885,105.79648,-18.6,0.12,6,1.1,360,20.0,7,-22.0,9.8,-42.0,42.0,99.422,1,20.9807467,105.796265,27.11
2026-09-10T08:27:36.904524+00:00,DU,233,1,0,20.980675,105.79596,22.0,0.29,3,20.4,280,20.0,7,-39.0,9.8,-59.0,59.0,98.844,2,20.9807467,105.796265,
2026-09-10T08:27:37.620619+00:00,SU,337,1,1,20.98088,105.7964733,-17.9,0.02,6,1.1,350,20.0,7,-22.0,10.0,-42.0,42.0,99.425,1,20.9807467,105.796265,26.72
2026-09-10T08:27:41.929301+00:00,DU,234,1,0,20.9807233,105.7960867,22.0,0.23,3,20.4,310,20.0,7,-39.0,10.0,-59.0,59.0,98.851,2,20.9807467,105.796265,
2026-09-10T08:27:42.620066+00:00,SU,338,1,1,20.9808683,105.7964533,-16.8,0.02,6,1.1,350,20.0,7,-22.0,9.8,-42.0,42.0,99.429,1,20.9807467,105.796265,26.22
2026-09-10T08:27:46.955414+00:00,DU,235,1,0,20.9807083,105.7960533,22.0,0.15,3,20.5,340,20.0,7,-38.0,9.5,-58.0,58.0,98.857,2,20.9807467,105.796265,
2026-09-10T08:27:47.620286+00:00,SU,339,1,1,20.9808583,105.7964367,-16.3,0.1,5,1.5,350,20.0,7,-23.0,9.5,-43.0,43.0,99.432,1,20.9807467,105.796265,23.77
2026-09-10T08:27:51.979798+00:00,DU,236,1,0,20.9807267,105.7961183,22.0,0.13,3,20.5,360,20.0,7,-40.0,9.5,-60.0,60.0,98.864,2,20.9807467,105.796265,
2026-09-10T08:27:52.620765+00:00,SU,340,1,1,20.9808467,105.79641,-16.7,0.08,6,1.1,350,20.0,7,-23.0,9.5,-43.0,43.0,99.435,1,20.9807467,105.796265,21.72
2026-09-10T08:27:57.005547+00:00,DU,237,1,0,20.9807967,105.7963167,21.9,0.87,3,20.5,390,20.0,7,-39.0,9.5,-59.0,59.0,98.87,2,20.9807467,105.796265,
2026-09-10T08:27:57.620480+00:00,SU,341,1,1,20.9808467,105.796405,-17.7,0.19,6,1.1,350,20.0,7,-23.0,9.3,-43.0,43.0,99.438,1,20.9807467,105.796265,18.72
2026-09-10T08:28:02.029225+00:00,DU,238,1,0,20.980905,105.7966267,21.9,1.05,3,20.5,410,20.0,7,-38.0,10.3,-58.0,58.0,98.876,2,20.9807467,105.796265,
2026-09-10T08:28:02.620403+00:00,SU,342,1,1,20.980855,105.796415,-18.2,0.04,5,1.5,350,20.0,7,-23.0,9.3,-43.0,43.0,99.441,1,20.9807467,105.796265,18.72
2026-09-10T08:28:07.054061+00:00,DU,239,1,0,20.980985,105.7968517,21.9,1.2,3,20.5,430,20.0,7,-39.0,9.5,-59.0,59.0,98.883,2,20.9807467,105.796265,
2026-09-10T08:28:07.619847+00:00,SU,343,1,1,20.980855,105.796405,-19.0,0.06,5,1.5,350,20.0,7,-23.0,9.8,-43.0,43.0,99.444,1,20.9807467,105.796265,18.88
2026-09-10T08:28:12.079468+00:00,DU,240,1,0,20.9810583,105.79705,21.9,1.48,3,20.5,460,20.0,7,-40.0,9.5,-60.0,60.0,98.889,2,20.9807467,105.796265,
2026-09-10T08:28:12.619928+00:00,SU,344,1,1,20.9808533,105.796405,-19.0,0.0,6,1.1,350,20.0,7,-23.0,9.8,-43.0,43.0,99.448,1,20.9807467,105.796265,18.88
2026-09-10T08:28:17.104594+00:00,DU,241,1,0,20.9810683,105.79709,21.9,1.53,3,20.5,490,20.0,7,-38.0,9.8,-58.0,58.0,98.895,2,20.9807467,105.796265,
2026-09-10T08:28:17.620175+00:00,SU,345,1,1,20.9808367,105.7963667,-19.7,0.02,6,1.1,350,20.0,7,-23.0,9.8,-43.0,43.0,99.451,1,20.9807467,105.796265,18.76
2026-09-10T08:28:22.129315+00:00,DU,242,1,0,20.981105,105.7971917,21.8,1.86,3,20.5,510,20.0,7,-38.0,10.0,-58.0,58.0,98.901,2,20.9807467,105.796265,
2026-09-10T08:28:22.619921+00:00,SU,346,1,1,20.9808267,105.79635,-19.1,0.02,5,1.2,360,20.0,7,-23.0,10.0,-43.0,43.0,99.454,1,20.9807467,105.796265,14.55
2026-09-10T08:28:27.153995+00:00,DU,243,1,0,20.98108,105.7971167,21.9,1.15,3,20.6,540,20.0,7,-38.0,9.8,-58.0,58.0,98.907,2,20.9807467,105.796265,
2026-09-10T08:28:27.620769+00:00,SU,347,1,1,20.9808117,105.796315,-19.4,0.01,6,1.1,350,20.0,7,-23.0,9.3,-43.0,43.0,99.457,1,20.9807467,105.796265,12.53
2026-09-10T08:28:32.178429+00:00,DU,244,1,0,20.9810717,105.797085,21.9,1.0,3,20.6,560,20.0,7,-38.0,10.0,-58.0,58.0,98.913,2,20.9807467,105.796265,
2026-09-10T08:28:32.619675+00:00,SU,348,1,1,20.9807967,105.7962867,-19.0,0.02,6,1.1,350,20.0,7,-23.0,9.8,-43.0,43.0,99.459,1,20.9807467,105.796265,8.9
2026-09-10T08:28:37.204633+00:00,DU,245,1,0,20.9811117,105.7971967,21.9,0.88,3,20.6,590,20.0,7,-39.0,9.8,-59.0,59.0,98.919,2,20.9807467,105.796265,
2026-09-10T08:28:37.620256+00:00,SU,349,1,1,20.9807683,105.7962367,-17.4,0.02,6,1.1,350,20.0,7,-23.0,9.3,-43.0,43.0,99.462,1,20.9807467,105.796265,6.0
2026-09-10T08:28:42.228882+00:00,DU,246,1,0,20.9811967,105.797425,21.8,1.22,3,20.6,610,20.0,7,-39.0,9.5,-59.0,59.0,98.925,2,20.9807467,105.796265,
2026-09-10T08:28:42.619802+00:00,SU,350,1,1,20.98076,105.7962233,-17.1,0.0,6,1.1,350,20.0,7,-23.0,10.3,-43.0,43.0,99.465,1,20.9807467,105.796265,3.79
2026-09-10T08:28:47.253585+00:00,DU,247,1,0,20.9812583,105.7975867,21.8,1.4,3,20.6,640,20.0,7,-40.0,9.0,-60.0,60.0,98.93,2,20.9807467,105.796265,
2026-09-10T08:28:47.620048+00:00,SU,351,1,1,20.98076,105.7962233,-17.1,0.0,6,1.1,350,20.0,7,-23.0,9.3,-43.0,43.0,99.468,1,20.9807467,105.796265,4.58
2026-09-10T08:28:52.278589+00:00,DU,248,1,0,20.9812967,105.79769,21.8,1.21,3,20.6,650,20.0,7,-38.0,10.0,-58.0,58.0,98.936,2,20.9807467,105.796265,
2026-09-10T08:28:52.619519+00:00,SU,352,1,1,20.98076,105.7962233,-17.1,0.0,6,1.1,350,20.0,7,-23.0,9.5,-43.0,43.0,99.471,1,20.9807467,105.796265,4.58
2026-09-10T08:28:57.304922+00:00,DU,249,1,0,20.9813167,105.7977467,21.9,1.05,3,20.6,680,20.0,7,-40.0,9.5,-60.0,60.0,98.942,2,20.9807467,105.796265,
2026-09-10T08:28:57.619422+00:00,SU,353,1,1,20.9807633,105.7962267,-17.3,0.04,6,1.1,350,20.0,7,-23.0,9.5,-43.0,43.0,99.474,1,20.9807467,105.796265,4.58
2026-09-10T08:29:02.329227+00:00,DU,250,1,0,20.9813283,105.7977783,21.9,0.91,3,20.7,710,20.0,7,-39.0,9.5,-59.0,59.0,98.947,2,20.9807467,105.796265,
2026-09-10T08:29:02.620176+00:00,SU,354,1,1,20.980765,105.7962183,-18.5,0.11,6,1.1,350,20.0,7,-23.0,9.3,-43.0,43.0,99.476,1,20.9807467,105.796265,4.71
2026-09-10T08:29:07.354093+00:00,DU,251,1,0,20.9813167,105.7977533,21.9,0.43,3,20.7,740,20.0,7,-38.0,9.8,-58.0,58.0,98.953,2,20.9807467,105.796265,
2026-09-10T08:29:07.619969+00:00,SU,355,1,1,20.9807533,105.79619,-18.3,0.0,6,1.1,350,20.0,7,-23.0,10.0,-43.0,43.0,99.479,1,20.9807467,105.796265,5.19
2026-09-10T08:29:12.378395+00:00,DU,252,1,0,20.9813067,105.7977283,21.9,0.16,3,20.7,760,20.0,7,-38.0,9.8,-58.0,58.0,98.958,2,20.9807467,105.796265,
2026-09-10T08:29:12.619197+00:00,SU,356,1,1,20.9807517,105.7961883,-18.2,0.0,6,1.1,350,20.0,7,-23.0,10.3,-43.0,43.0,99.482,1,20.9807467,105.796265,7.82
2026-09-10T08:29:17.405055+00:00,DU,253,1,0,20.9812983,105.797705,21.9,0.03,3,20.7,790,20.0,7,-38.0,9.8,-58.0,58.0,98.964,2,20.9807467,105.796265,
2026-09-10T08:29:17.619229+00:00,SU,357,1,1,20.980755,105.79618,-19.2,0.11,6,1.1,350,20.0,7,-23.0,10.0,-43.0,43.0,99.485,1,20.9807467,105.796265,8.0
2026-09-10T08:29:22.430111+00:00,DU,254,1,0,20.9812867,105.7976667,21.9,0.25,3,20.7,810,20.0,7,-38.0,9.8,-58.0,58.0,98.969,2,20.9807467,105.796265,
2026-09-10T08:29:22.619966+00:00,SU,358,1,1,20.9807533,105.7961583,-20.7,0.07,6,1.1,350,20.0,7,-22.0,10.5,-42.0,42.0,99.487,1,20.9807467,105.796265,8.86
2026-09-10T08:29:27.455072+00:00,DU,255,1,0,20.9812733,105.79763,22.0,0.41,3,20.7,830,20.0,7,-39.0,9.5,-59.0,59.0,98.974,2,20.9807467,105.796265,
2026-09-10T08:29:27.619470+00:00,SU,359,1,1,20.9807467,105.796135,-20.5,0.0,6,1.1,350,20.0,7,-22.0,9.5,-42.0,42.0,99.49,1,20.9807467,105.796265,11.1
2026-09-10T08:29:32.480190+00:00,DU,256,1,0,20.981265,105.7976,22.0,0.29,3,20.8,860,20.0,7,-38.0,10.0,-58.0,58.0,98.98,2,20.9807467,105.796265,
2026-09-10T08:29:32.619160+00:00,SU,360,1,1,20.9807467,105.796135,-20.5,0.0,6,1.1,350,20.0,7,-22.0,10.3,-42.0,42.0,99.492,1,20.9807467,105.796265,13.5
2026-09-10T08:29:37.504879+00:00,DU,257,1,0,20.9812917,105.7976833,21.9,0.22,3,20.8,20,20.0,7,-38.0,10.0,-58.0,58.0,98.985,2,20.9807467,105.796265,
2026-09-10T08:29:37.619108+00:00,SU,361,1,1,20.9807467,105.7961333,-20.5,0.0,6,1.1,350,20.0,7,-23.0,10.0,-43.0,43.0,99.495,1,20.9807467,105.796265,13.5
2026-09-10T08:29:42.531123+00:00,DU,258,1,0,20.9812917,105.7976833,21.9,0.13,3,20.8,40,20.0,7,-39.0,9.5,-59.0,59.0,98.99,2,20.9807467,105.796265,
2026-09-10T08:29:42.618612+00:00,SU,362,1,1,20.9807467,105.7961333,-20.5,0.0,6,1.1,350,20.0,7,-23.0,9.8,-43.0,43.0,99.497,1,20.9807467,105.796265,13.67
2026-09-10T08:29:47.556694+00:00,DU,259,1,0,20.9813683,105.79789,21.9,1.1,3,20.8,70,20.0,7,-38.0,9.8,-58.0,58.0,98.995,2,20.9807467,105.796265,
2026-09-10T08:29:47.619718+00:00,SU,363,1,1,20.98076,105.796155,-20.6,0.34,6,1.1,350,20.0,7,-23.0,9.8,-43.0,43.0,99.5,1,20.9807467,105.796265,13.67
2026-09-10T08:29:52.582183+00:00,DU,260,1,0,20.98142,105.7980333,21.8,1.2,3,20.8,90,20.0,7,-38.0,9.8,-58.0,58.0,99.0,2,20.9807467,105.796265,
2026-09-10T08:29:52.619075+00:00,SU,364,1,1,20.9807733,105.7961667,-20.9,0.06,6,1.1,350,20.0,7,-23.0,10.8,-43.0,43.0,99.502,1,20.9807467,105.796265,11.52
2026-09-10T08:30:02.618863+00:00,SU,366,1,1,20.9807717,105.7961533,-20.6,0.0,6,1.1,350,20.0,7,-23.0,9.0,-43.0,43.0,99.015,2,20.9807467,105.796265,11.75
2026-09-10T08:30:07.619301+00:00,SU,367,1,1,20.9807817,105.79616,-19.3,0.03,5,1.5,350,20.0,7,-23.0,9.0,-43.0,43.0,99.02,2,20.9807467,105.796265,11.3
2026-09-10T08:30:07.659606+00:00,DU,263,1,0,20.9814633,105.79813,21.7,0.25,3,20.9,170,20.0,7,-38.0,10.0,-58.0,58.0,98.03,4,20.9807467,105.796265,
2026-09-10T08:30:12.619466+00:00,SU,368,1,1,20.980795,105.7961783,-18.0,0.1,5,1.5,350,20.0,7,-23.0,9.8,-43.0,43.0,99.024,2,20.9807467,105.796265,11.58
2026-09-10T08:30:12.685124+00:00,DU,264,1,0,20.9815017,105.7982,21.5,0.56,3,20.9,200,20.0,7,-38.0,10.0,-58.0,58.0,98.039,4,20.9807467,105.796265,
2026-09-10T08:30:17.619254+00:00,SU,369,1,1,20.98081,105.7961917,-15.4,0.02,5,1.5,350,20.0,7,-22.0,9.8,-42.0,42.0,99.029,2,20.9807467,105.796265,10.48
2026-09-10T08:30:17.708722+00:00,DU,265,1,0,20.9815033,105.7982133,21.5,0.48,3,20.9,230,20.0,7,-39.0,9.5,-59.0,59.0,98.049,4,20.9807467,105.796265,
2026-09-10T08:30:22.618494+00:00,SU,370,1,1,20.9808283,105.796165,-9.9,0.11,5,1.5,360,20.0,7,-24.0,9.5,-44.0,44.0,99.034,2,20.9807467,105.796265,11.43
2026-09-10T08:30:22.733598+00:00,DU,266,1,0,20.9815117,105.7982167,21.5,0.54,3,20.9,250,20.0,7,-39.0,10.0,-59.0,59.0,98.058,4,20.9807467,105.796265,
